"event_name","group","date","category"
"Poetry Workshop - Online","by Cincinnati East Poetry Meetupicon4.9","Every Sun • Dec 7 · 10:30 AM EST","Writing"
"AWG Meeting - Critique","by The Arlington Writers Meetup Groupicon4.8","Every Sun • Dec 7 · 7:00 PM EST","Writing"
"[ONLINE] Writing Sprint Sunday!","by Toronto Science Fiction and Fantasy Writersicon4.8","Monthly • Thu, Dec 11 · 6:30 PM EST","Writing"
"Thursday Lunchtime Virtual Shut Up and Write","by Shut Up & Write!® Baltimoreicon4.7","Sat, Dec 13 · 7:00 PM EST","Writing"
"Monday morning writing session","by Silent Scribblers Daily Writing Groupicon4.9","Monthly • Wed, Dec 17 · 7:00 PM EST","Writing"
"Sunday Morning Writing Sprint","by East Coast Creative Writers Guildicon4.8","Every Sat • Dec 6 · 3:00 PM EST","Writing"
"Poetry Writers Group (FREE) | WordCamp","by skillca.mp Canadaicon4.4","Sun, Dec 28 · 12:30 PM EST","Writing"
"Shut Up & Write!® [Video Call] with Bonnie","by Shut Up & Write!® Fort Collinsicon4.9","Thu, Dec 11 · 6:00 PM EST","Writing"
"Sit Down, Shut Up, and Write! *Online* THURSDAY","by Sit Down, Shut Up, and Write!icon4.9","Every Thu • Dec 4 · 8:00 PM EST","Writing"
"OPEN MIC/READ ALOUD/PEER CRITIQUE","by Bethesda Memoirs Online Meetupicon4.6","Monthly • Wed, Dec 17 · 6:30 PM EST","Writing"
"Rough Writers Extra: Silent Writing","by Prolific Writers Life • JAXicon4.8","Monthly • Wed, Dec 17 · 7:00 PM EST","Writing"
