"event_name","group","date","category"
"How does your subconscious mind taunt you?  find out here.","by Divorce or Breakup Meetup, Washington DCicon3.8","Tue, Dec 9 · 7:00 PM EST","Support Coaching"
"Narcissistic Abuse Survivor Community Support Circle","by Narcissistic Abuse Survivors and Thriversicon4.6","Every two weeks on Mon • Dec 8 · 7:00 PM EST","Support Coaching"
"Adult Autistic Virtual Group","by Autism Society of Baltimore-Chesapeakeicon4.8","Thu, Dec 11 · 8:00 PM EST","Support Coaching"
"Guided Inner Child Exercise","by Attachment Style Support Groupicon4.8","Monthly • Sun, Dec 7 · 8:30 AM EST","Support Coaching"
"Emotional and Mental Wellbeing Support Group","by Emotional and Mental Wellbeing Support Groupicon4.7","Every two weeks on Thu • Dec 18 · 12:00 PM EST","Support Coaching"
"Mind Over Money: Rewiring Your Financial Habits with ADHD - Tues Dec 16, 7:00pm","by BuxMont CHADD (Children & Adults with ADHD)icon4.6","Tue, Dec 16 · 7:00 PM EST","Support Coaching"
"Circle of Wellness","by CFO's Virtual Support Groups-pls. register to get Zoom codesicon4.5","Fri, Dec 5 · 10:30 AM EST","Support Coaching"
"Wed ZOOM Call for Widows and Widowers – start at 6:00 pm","by Widows/Widowers Support Groupicon4.7","Every Wed • Dec 10 · 6:00 PM EST","Support Coaching"
"Healing From Heartbreak Women’s Circle","by Healing From Heartbreak Women’s Circleicon4.8","Sun, Dec 7 · 2:00 PM EST","Support Coaching"
"Divorce 101: Securing an Effective Financial Settlement","by Insights from a Divorce Financial Experticon4.2","Mon, Dec 15 · 5:00 PM EST","Support Coaching"
"Key Financial Strategies During and After Divorce – Vesta's Westborough, MA Hub","by Redefining Divorce: Rhode Islandicon4.5","Wed, Dec 10 · 6:00 PM EST","Support Coaching"
"Key Legal Strategies During and After Divorce – Vesta's Hingham, MA Hub","by Redefining Divorce: Rhode Islandicon4.5","Tue, Dec 16 · 6:00 PM EST","Support Coaching"
"Shellbusters Toastmasters Club Meeting","by Becoming Confident Speakersicon4.8","Fri, Dec 19 · 6:45 PM EST","Support Coaching"
"Working through the Emotions of Divorce – Vesta's Central Mass Hub","by Redefining Divorce: North Shoreicon4.5","Tue, Dec 9 · 6:30 PM EST","Support Coaching"
"Sunday Pep Talk: An Emotional Reset & Intention Setting","by Getting Over Your Breakupicon4.8","Every two weeks on Sun • Dec 7 · 1:00 PM EST","Support Coaching"
"Weekly Women's Mental Health Support Group - Virtual","by Breath of Hope Womens Mental Health Support Groupicon4.8","Every Wed • Dec 10 · 5:00 PM EST","Support Coaching"
"B.R.A.V.E 5 Week Trauma Recovery Series - WEEK 4 Voice Your Truth","by Greensboro Leaving Traumaland Meetup Group","Tue, Dec 23 · 7:00 PM EST","Support Coaching"
"Eyes Wide Open! What to Know When Divorcing","by Divorce GPSicon4.5","Tue, Dec 9 · 12:30 PM EST","Support Coaching"
"Estrangement & Shame: Navigating Judgment from Others","by Accepting Estrangement: Navigating Family Disconnectionicon5.0","Thu, Dec 11 · 7:30 PM EST","Support Coaching"
"Estrangement & Gratitude: Finding Glimmers of Good in the Hard Seasons","by Accepting Estrangement: Navigating Family Disconnectionicon5.0","Thu, Dec 18 · 7:30 PM EST","Support Coaching"
"Chores with friends!","by adhd - chores and tasks supporticon4.8","Every Wed • Dec 10 · 7:00 PM EST","Support Coaching"
"Finding steadiness, breath, and resilience during the holiday season (East)","by Seeking a Sisterhoodicon4.6","Tue, Dec 16 · 7:30 PM EST","Support Coaching"
"Virtual Death Cafe New York City","by Death Café New York Cityicon4.6","Monthly • Wed, Dec 17 · 5:00 PM EST","Support Coaching"
"Truth In The Room: A poetry night (for Women)","by Seeking a Sisterhoodicon4.6","Fri, Dec 5 · 7:00 PM EST","Support Coaching"
"Sharing Hope: BIPOC Mental Health Online Support","by Come As You Are: A Peer Support & Connection Communityicon4.6","Monthly • Tue, Dec 16 · 7:00 PM EST","Support Coaching"
"Full Spectrum Agency for Autistic Adults Town Hall Meeting","by Full Spectrum Agency Autistic Adults Meetupicon4.7","Mon, Dec 22 · 6:00 PM EST","Support Coaching"
